As,Source_Nodes,Categorical_Model_Trees,Categorical_True_Trees,Categorical_Model_Mask,Categorical_True_Mask,Categorical_Model_Accuracy,Categorical_True_Accuracy,Random_Model_Trees,Random_True_Trees,Random_Model_Mask,Random_True_Mask,Random_Model_Accuracy,Random_True_Accuracy,Prim_Model_Trees,Prim_True_Trees,Prim_Model_Mask,Prim_True_Mask,Prim_Model_Accuracy,Prim_True_Accuracy,Beam_Model_Trees,Beam_True_Trees,Beam_Model_Mask,Beam_True_Mask,Beam_Model_Accuracy,Beam_True_Accuracy,Categorical_Model_Uniques,Categorical_Model_Valids_Uniques,Categorical_Model_Valids,Categorical_Model_Unique_Counts,Categorical_Model_Valid_Unique_Counts,Categorical_Model_Valid_Counts,Categorical_True_Uniques,Categorical_True_Valids_Uniques,Categorical_True_Valids,Categorical_True_Unique_Counts,Categorical_True_Valid_Unique_Counts,Categorical_True_Valid_Counts,Random_Model_Uniques,Random_Model_Valids_Uniques,Random_Model_Valids,Random_Model_Unique_Counts,Random_Model_Valid_Unique_Counts,Random_Model_Valid_Counts,Random_True_Uniques,Random_True_Valids_Uniques,Random_True_Valids,Random_True_Unique_Counts,Random_True_Valid_Unique_Counts,Random_True_Valid_Counts,Prim_Model_Uniques,Prim_Model_Valids_Uniques,Prim_Model_Valids,Prim_Model_Unique_Counts,Prim_Model_Valid_Unique_Counts,Prim_Model_Valid_Counts,Prim_True_Uniques,Prim_True_Valids_Uniques,Prim_True_Valids,Prim_True_Unique_Counts,Prim_True_Valid_Unique_Counts,Prim_True_Valid_Counts,Beam_Model_Uniques,Beam_Model_Valids_Uniques,Beam_Model_Valids,Beam_Model_Unique_Counts,Beam_Model_Valid_Unique_Counts,Beam_Model_Valid_Counts,Beam_True_Uniques,Beam_True_Valids_Uniques,Beam_True_Valids,Beam_True_Unique_Counts,Beam_True_Valid_Unique_Counts,Beam_True_Valid_Counts
"[0 0 0 1 1 0 0 0 0 1 0 0 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0
 1 1 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 1 0 0 0 0
 0 0 1 0 0 0 0 0 1 0 1 0 1 0 0 0 1 0 0 0 0 0 0 1 1 0 0 1 1 0 0 0 0 0 0 0 0
 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 1 1 1 0 0 0
 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0
 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1]",2,[ 4  2  2  4  5  2  2  8 10 10  5 13  4 10  8  6],[ 4  2  2  4  5  2  2  8 10 10  5 13 10 10  8  6],True,True,0.78125,0.796875,"[np.int64(11), np.int64(9), np.int64(10), np.int64(7), np.int64(8), np.int64(11), np.int64(4), np.int64(2), np.int64(6), np.int64(12), np.int64(10), np.int64(7), np.int64(15), np.int64(14), np.int64(8), np.int64(5)]","[np.int64(8), np.int64(1), np.int64(2), np.int64(2), np.int64(3), np.int64(2), np.int64(10), np.int64(10), np.int64(5), np.int64(7), np.int64(14), np.int64(11), np.int64(13), np.int64(0), np.int64(0), np.int64(2)]",False,False,0.0,0.0,[ 4  2  2  4  5  2  2  8 10 10  5 13 10 10  9  6],[ 4  2  2  4  5  2  2  8 10 10  5 13 10 10  8  6],True,True,0.671875,0.828125,[ 4  2  2  4  5  2  2  8 10 10  5 13  4 10  8  6],[ 4  2  2  4  5  2  2  8 10 10  5 13  4 10  8  6],True,True,0.78125,0.8125,0.28,1.0,1.0,7,7,25,0.32,1.0,1.0,8,8,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.32,1.0,1.0,8,8,25,0.32,1.0,1.0,8,8,25,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25
"[1 1 0 0 0 0 1 0 1 1 1 0 0 0 1 1 1 1 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0
 0 0 0 0 0 0 0 0 1 1 1 0 0 0 1 1 0 0 1 1 1 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0
 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0
 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 1 1 0 1
 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1
 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 1
 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 1 1 1 0 0 0 0 0 1 0 1 0 0 0]",6,[ 6  0 15  9  3  1  6  3  0  6  0  8  9  8  0  0],[ 6  0 14  9 15 14  6  3  0  6  0  8  9  8  0  0],True,True,0.78125,0.796875,"[np.int64(13), np.int64(6), np.int64(13), np.int64(5), np.int64(5), np.int64(2), np.int64(8), np.int64(2), np.int64(3), np.int64(4), np.int64(11), np.int64(12), np.int64(6), np.int64(13), np.int64(3), np.int64(10)]","[np.int64(7), np.int64(6), np.int64(10), np.int64(0), np.int64(8), np.int64(15), np.int64(3), np.int64(14), np.int64(12), np.int64(10), np.int64(0), np.int64(9), np.int64(5), np.int64(11), np.int64(4), np.int64(7)]",False,False,0.0,0.0,[ 6  0 15  9 15 14  6  3  0  6  0  8  9  8  0  0],[ 6  0 15  9  3  1  6  3  0  6  0  8  9  8  0  0],True,True,0.671875,0.828125,[ 6  0 15  9  3  1  6  3  0  6  0  8  9  8  0  0],[ 6  0 15  9 15  1  6  3  0  6  0  8  9  8  0  0],True,True,0.78125,0.8125,0.48,1.0,1.0,12,12,25,0.48,1.0,1.0,12,12,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.48,1.0,1.0,12,12,25,0.52,1.0,1.0,13,13,25,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25
"[0 0 0 1 1 0 0 0 0 1 0 0 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0
 1 1 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 1 0 0 0 0
 0 0 1 0 0 0 0 0 1 0 1 0 1 0 0 0 1 0 0 0 0 0 0 1 1 0 0 1 1 0 0 0 0 0 0 0 0
 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 1 1 1 0 0 0
 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0
 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1]",2,[ 4  2  2  4  5  2  2  8 15 10  5 13 10 10  9  6],[ 4  2  2  4  5  2  2  8 10 10  5 13 10 10  8  6],True,True,0.78125,0.796875,"[np.int64(14), np.int64(1), np.int64(5), np.int64(12), np.int64(11), np.int64(7), np.int64(0), np.int64(7), np.int64(1), np.int64(11), np.int64(11), np.int64(4), np.int64(12), np.int64(0), np.int64(12), np.int64(3)]","[np.int64(13), np.int64(7), np.int64(13), np.int64(5), np.int64(8), np.int64(1), np.int64(10), np.int64(6), np.int64(10), np.int64(11), np.int64(2), np.int64(10), np.int64(7), np.int64(13), np.int64(13), np.int64(15)]",False,False,0.0,0.0,[ 4  2  2  4  5  2  2  8 15 10  5 13  4 10  9  6],[ 4  2  2  4  5  2  2  8 10 10  5 13 10 10  9  6],True,True,0.671875,0.828125,[ 4  2  2  4  5  2  2  8 10 10  5 13  4 10  8  6],[ 4  2  2  4  5  2  2  8 10 10  5 13  4 10  8  6],True,True,0.78125,0.8125,0.32,1.0,1.0,8,8,25,0.28,1.0,1.0,7,7,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.32,1.0,1.0,8,8,25,0.32,1.0,1.0,8,8,25,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25
"[1 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 1 0
 0 0 1 0 0 0 0 0 0 0 1 1 0 1 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 1 1
 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0
 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 1 0 0 0 1 0 0 1 1 0 0 1 0 0 0 0
 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1
 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 1 0 1 1
 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 1 0 0 1 0 0 0 0]",1,[ 3  1 15  8  8  5  4  2  1  4 13  8  8  1 12  8],[ 3  1  3  8  8  5 10  9  1  4 13  8 13  1 12  8],True,True,0.78125,0.796875,"[np.int64(14), np.int64(14), np.int64(4), np.int64(10), np.int64(4), np.int64(8), np.int64(10), np.int64(11), np.int64(3), np.int64(8), np.int64(6), np.int64(12), np.int64(1), np.int64(8), np.int64(2), np.int64(3)]","[np.int64(1), np.int64(8), np.int64(4), np.int64(0), np.int64(9), np.int64(4), np.int64(9), np.int64(2), np.int64(0), np.int64(5), np.int64(6), np.int64(10), np.int64(10), np.int64(7), np.int64(5), np.int64(11)]",False,False,0.0,0.0,[ 3  1 15  8  8  0 15  2  1  4 13  8  8  1 12  8],[ 3  1  3  8  8  5  4  9  1  4 13  8  8  1  3  8],False,True,0.671875,0.828125,[ 3  1  3  8  8  0  4  2  1  4 13  8  8  1  3  8],[ 3  1  3  8  8  0 10  9  1  4 13  8 13  1  3  8],False,False,0.78125,0.8125,0.8,0.95,0.96,20,19,24,0.84,1.0,1.0,21,21,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.72,0.0,0.0,18,0,0,0.76,1.0,1.0,19,19,25,0.04,0.0,0.0,1,0,0,0.04,0.0,0.0,1,0,0
"[1 0 1 1 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 1 0 0 0 0
 0 0 0 1 0 0 1 0 1 0 0 1 0 0 1 0 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 1 0 0 0 0 0 0 1 0
 0 0 1 0 0 1 0 0 1 0 1 0 0 0 1 0 0 0 0 1 1 0 0 0 0 1 0 0 1 0 1 1 0 0 0 0 1
 0 0 0 1 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 1 0 0 0 1
 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 1 1 0 0 0 0 0
 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1]",4,[14 11 11  8  4  3 13  4 11  7 11  4 14  7  4  9],[14 11 11  0  4 15 13  4 14  7 11  4 14  7  4  9],True,True,0.78125,0.796875,"[np.int64(3), np.int64(3), np.int64(7), np.int64(9), np.int64(14), np.int64(15), np.int64(0), np.int64(13), np.int64(1), np.int64(9), np.int64(12), np.int64(14), np.int64(15), np.int64(6), np.int64(3), np.int64(4)]","[np.int64(11), np.int64(1), np.int64(12), np.int64(7), np.int64(8), np.int64(12), np.int64(15), np.int64(4), np.int64(7), np.int64(12), np.int64(11), np.int64(3), np.int64(9), np.int64(0), np.int64(1), np.int64(6)]",False,False,0.0,0.0,[14 11 11  0  4  3  0  4 14  7 11  4 14  7  4  9],[14  7 11  0  4  3  0  4 11  7 11  4 14  7  4  9],True,True,0.671875,0.828125,[14  7 11  0  4  3  0  4 11  7 11  4 14  7  4  9],[14  7 11  0  4 15  0  4 14  7 11  4 14  7  4  9],True,True,0.78125,0.8125,0.72,1.0,1.0,18,18,25,0.72,1.0,1.0,18,18,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.76,1.0,1.0,19,19,25,0.68,1.0,1.0,17,17,25,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25
"[1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 1 0 0 0 0 1 1 0 0 1 1 0 0 1 1 0
 1 1 0 0 0 0 0 0 1 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 1 0
 0 1 0 1 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 1 0 0
 0 0 0 0 0 0 0 1 0 1 0 0 1 1 0 1 1 0 0 0 0 1 1 0 1 1 1 1 0 0 1 1 0 0 0 0 0
 0 0 0 0 1 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 1 0 0 1 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 1 1 0 0 1 0 1 0 0 0 1 0 0 0 0 0
 0 0 1 1 1 0 0 0 0 1 1 0 1 0 1 0 0 0 1 1 0 1 0 0 0 1 0 0 0 0 1 0 0 1]",4,[14 11 13  2  4  8  4  8  4  8  8  4  6  4  8  7],[14 11 13  2  4  8  4  6  4  8  8  4  6  4  8  1],True,True,0.78125,0.796875,"[np.int64(3), np.int64(11), np.int64(4), np.int64(10), np.int64(1), np.int64(15), np.int64(9), np.int64(4), np.int64(7), np.int64(2), np.int64(2), np.int64(0), np.int64(14), np.int64(12), np.int64(13), np.int64(5)]","[np.int64(5), np.int64(11), np.int64(15), np.int64(15), np.int64(12), np.int64(9), np.int64(13), np.int64(9), np.int64(12), np.int64(8), np.int64(6), np.int64(6), np.int64(4), np.int64(10), np.int64(0), np.int64(3)]",False,False,0.0,0.0,[14 11  6  2  4  8  4  8  4  8  8  4  6  4  8 12],[14 11  6  2  4  8  4  8  4  8  8  4  6  4  8  7],True,True,0.671875,0.828125,[ 1 11  6  2  4  8  4  6  4  8  8  4  6  4  8  1],[ 1 11 13  2  4  8  4  6  4  8  8  4  6  4  8  7],True,True,0.78125,0.8125,0.76,1.0,1.0,19,19,25,0.64,1.0,1.0,16,16,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.72,1.0,1.0,18,18,25,0.76,1.0,1.0,19,19,25,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25
"[0 0 0 1 1 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 1
 1 0 0 0 0 0 0 0 1 0 1 1 0 1 0 0 0 0 0 0 0 0 1 1 1 0 0 1 0 1 0 0 0 0 0 1 1
 1 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 1 0
 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0
 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 1 0 1 0 1 1 0 1 0 0 0 0 0 1 0 0 1 0 0
 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 0 0 0 1 0 0 0 0 0 0 1 1 0 0 1 1 0 0 1 0 0 1
 0 1 0 0 0 0 1 0 0 1 0 1 0 1 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 1 0 0]",6,[10  6 13 13 10 12  6 13 10  4  6  6  1  6 11 13],[10  6 13 13 10  2  6 13 10  0  6  6  1  6 11 13],True,True,0.78125,0.796875,"[np.int64(7), np.int64(3), np.int64(14), np.int64(0), np.int64(10), np.int64(14), np.int64(5), np.int64(7), np.int64(7), np.int64(2), np.int64(9), np.int64(10), np.int64(8), np.int64(4), np.int64(14), np.int64(4)]","[np.int64(4), np.int64(7), np.int64(5), np.int64(6), np.int64(14), np.int64(13), np.int64(15), np.int64(1), np.int64(11), np.int64(10), np.int64(9), np.int64(0), np.int64(9), np.int64(12), np.int64(13), np.int64(4)]",False,False,0.0,0.0,[10  6 13 11 10  2  6 13 10 14  6  6  1  6 11 13],[10  6 13 13 10 12  6 13 10  4  6  6 11  6 11 13],True,True,0.671875,0.828125,[10  6 13 11 10  2  6 13 10  0  6  6  1  6 11 13],[10  6 13 11 10 12  6 13 10  0  6  6 11  6 11 13],True,True,0.78125,0.8125,0.64,1.0,1.0,16,16,25,0.6,1.0,1.0,15,15,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.64,1.0,1.0,16,16,25,0.68,1.0,1.0,17,17,25,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25
"[0 0 1 0 0 0 0 1 0 1 0 1 0 0 1 0 0 0 0 1 0 1 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0
 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
 0 0 0 1 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0
 1 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1 0 0 0
 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 1 1 0 0 1 0 0 0 0 0 0 0 1
 1 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 1
 1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 1 1 1]",9,[ 9  8  0  4  6  8  9  0 11  9  9  9 10 10  0 11],[ 9 12  0  4  6  8  9  0 11  9  9  9 10 10  0  6],True,True,0.78125,0.796875,"[np.int64(0), np.int64(2), np.int64(5), np.int64(8), np.int64(14), np.int64(1), np.int64(15), np.int64(1), np.int64(11), np.int64(3), np.int64(11), np.int64(11), np.int64(0), np.int64(15), np.int64(6), np.int64(2)]","[np.int64(10), np.int64(11), np.int64(11), np.int64(10), np.int64(1), np.int64(14), np.int64(4), np.int64(4), np.int64(7), np.int64(15), np.int64(2), np.int64(12), np.int64(10), np.int64(15), np.int64(10), np.int64(5)]",False,False,0.0,0.0,[ 9  8  6  4  6 13  9  0 11  9  9  9 10 10  0  6],[ 9  8  6  4  6  7  9  0 11  9  9  9 10 10  0  6],True,True,0.671875,0.828125,[ 9  8  0  4  6  7  9  0 11  9  9  9 10 10  0 11],[ 9  8  0  4  6  8  9  0 11  9  9  9 10 10  0  6],True,True,0.78125,0.8125,0.84,1.0,1.0,21,21,25,0.68,1.0,1.0,17,17,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.8,1.0,1.0,20,20,25,0.72,1.0,1.0,18,18,25,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25
"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 1 0 0 0 0 0 0 1 0 1
 1 0 0 1 0 0 0 1 0 0 0 0 1 0 0 1 1 0 0 1 0 1 1 0 0 0 0 0 0 1 1 0 1 0 1 1 0
 1 0 0 0 0 0 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 1 1 0 1
 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1 0 0 1 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 1 0 0 1 0 0 0 1 0 0 0 0 0 1 0 1 0 0 1 0 0
 0 1 1 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 1 0 1 0 0 0 0 1 1]",6,[ 5  6 12 11  8  1  6 15 12 15 11  6  6 13  6 14],[ 5  6 12 11  5  1  6 15 12 15 11  6  6 13  6 14],True,True,0.78125,0.796875,"[np.int64(15), np.int64(14), np.int64(11), np.int64(10), np.int64(3), np.int64(10), np.int64(5), np.int64(11), np.int64(11), np.int64(1), np.int64(11), np.int64(1), np.int64(3), np.int64(0), np.int64(13), np.int64(5)]","[np.int64(9), np.int64(6), np.int64(8), np.int64(15), np.int64(7), np.int64(0), np.int64(5), np.int64(3), np.int64(13), np.int64(7), np.int64(8), np.int64(15), np.int64(9), np.int64(11), np.int64(8), np.int64(13)]",False,False,0.0,0.0,[ 5  6 12 11  8  1  6 15 12 15 11  6  6  3  6 14],[ 5  6 12  1 10  1  6 15 12 15 11  6  6 13  6 14],False,True,0.671875,0.828125,[ 5  6 12  1  2  1  6 10 12 15 11  6  6  0  6 14],[ 5  6 12  1  3  1  6 15 12 15 11  6  6  0  6 14],False,False,0.78125,0.8125,0.6,1.0,1.0,15,15,25,0.52,1.0,1.0,13,13,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.92,0.0,0.0,23,0,0,0.48,1.0,1.0,12,12,25,0.04,0.0,0.0,1,0,0,0.04,0.0,0.0,1,0,0
"[1 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0
 0 0 1 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0
 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0
 0 0 1 1 0 0 0 1 1 0 1 0 1 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0
 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0
 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0
 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0]",14,[13  7  8  3  0 10  8 13 14  7  2  7 15 14 14 13],[13  7  8  3  0  4  8 13 14  7  2 15 15 14 14 13],True,True,0.78125,0.796875,"[np.int64(1), np.int64(12), np.int64(4), np.int64(13), np.int64(11), np.int64(13), np.int64(8), np.int64(9), np.int64(1), np.int64(8), np.int64(14), np.int64(3), np.int64(11), np.int64(3), np.int64(0), np.int64(10)]","[np.int64(9), np.int64(5), np.int64(10), np.int64(9), np.int64(5), np.int64(10), np.int64(10), np.int64(13), np.int64(1), np.int64(14), np.int64(0), np.int64(14), np.int64(10), np.int64(7), np.int64(2), np.int64(1)]",False,False,0.0,0.0,[13  6  8  1  0  4  8 13 14  7  2 15 15 14 14 13],[13  6  8  3  0 10  8 13 14  7 15 15 15 14 14 13],False,True,0.671875,0.828125,[13  6  8  0  0  4  8 13 14  7  2  7 15 14 14 13],[13  7  8  0  0 10  8 13 14  7 15 15 15 14 14 13],False,False,0.78125,0.8125,0.56,1.0,1.0,14,14,25,0.52,1.0,1.0,13,13,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.56,0.0,0.0,14,0,0,0.44,1.0,1.0,11,11,25,0.04,0.0,0.0,1,0,0,0.04,0.0,0.0,1,0,0
"[0 0 0 0 1 1 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0
 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0
 0 0 1 0 0 0 1 0 0 0 0 1 0 1 0 0 0 1 0 1 1 0 0 0 0 1 0 0 0 1 1 0 1 0 0 0 0
 1 1 0 0 0 0 1 1 1 1 1 0 0 0 0 1 0 0 0 0 1 0 0 1 1 1 0 1 0 0 0 0 1 0 0 1 0
 0 0 0 1 0 1 0 1 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0
 1 0 0 1 0 1 1 1 1 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 1 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0]",6,[ 7 12  9  6  0  7  6  6  6  7  6 15  0  5  7  6],[ 7 12  9  6  0  7  6  6  6  7  6 15  0  5  7  6],True,True,0.78125,0.796875,"[np.int64(12), np.int64(12), np.int64(1), np.int64(15), np.int64(8), np.int64(15), np.int64(2), np.int64(8), np.int64(7), np.int64(13), np.int64(14), np.int64(1), np.int64(12), np.int64(4), np.int64(5), np.int64(11)]","[np.int64(5), np.int64(10), np.int64(12), np.int64(12), np.int64(10), np.int64(10), np.int64(6), np.int64(15), np.int64(6), np.int64(6), np.int64(5), np.int64(14), np.int64(12), np.int64(10), np.int64(11), np.int64(2)]",False,False,0.0,0.0,[ 7 12  9  6  0  7  6  6  6  7  6 15 11  5  7  6],[ 7 12  9  6  0  7  6  6  6  7  6 15 11  5  7  6],True,True,0.671875,0.828125,[ 7 12  9  6  0  7  6  6  6  7  6 15  0  5  7  6],[ 7 12  9  6  0  7  6  6  6  7  6 15  0  5  7  6],True,True,0.78125,0.8125,0.08,1.0,1.0,2,2,25,0.08,1.0,1.0,2,2,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.08,1.0,1.0,2,2,25,0.08,1.0,1.0,2,2,25,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25
