As,Source_Nodes,Categorical_Model_Trees,Categorical_True_Trees,Categorical_Model_Mask,Categorical_True_Mask,Categorical_Model_Accuracy,Categorical_True_Accuracy,Random_Model_Trees,Random_True_Trees,Random_Model_Mask,Random_True_Mask,Random_Model_Accuracy,Random_True_Accuracy,Prim_Model_Trees,Prim_True_Trees,Prim_Model_Mask,Prim_True_Mask,Prim_Model_Accuracy,Prim_True_Accuracy,Beam_Model_Trees,Beam_True_Trees,Beam_Model_Mask,Beam_True_Mask,Beam_Model_Accuracy,Beam_True_Accuracy,Categorical_Model_Uniques,Categorical_Model_Valids_Uniques,Categorical_Model_Valids,Categorical_Model_Unique_Counts,Categorical_Model_Valid_Unique_Counts,Categorical_Model_Valid_Counts,Categorical_True_Uniques,Categorical_True_Valids_Uniques,Categorical_True_Valids,Categorical_True_Unique_Counts,Categorical_True_Valid_Unique_Counts,Categorical_True_Valid_Counts,Random_Model_Uniques,Random_Model_Valids_Uniques,Random_Model_Valids,Random_Model_Unique_Counts,Random_Model_Valid_Unique_Counts,Random_Model_Valid_Counts,Random_True_Uniques,Random_True_Valids_Uniques,Random_True_Valids,Random_True_Unique_Counts,Random_True_Valid_Unique_Counts,Random_True_Valid_Counts,Prim_Model_Uniques,Prim_Model_Valids_Uniques,Prim_Model_Valids,Prim_Model_Unique_Counts,Prim_Model_Valid_Unique_Counts,Prim_Model_Valid_Counts,Prim_True_Uniques,Prim_True_Valids_Uniques,Prim_True_Valids,Prim_True_Unique_Counts,Prim_True_Valid_Unique_Counts,Prim_True_Valid_Counts,Beam_Model_Uniques,Beam_Model_Valids_Uniques,Beam_Model_Valids,Beam_Model_Unique_Counts,Beam_Model_Valid_Unique_Counts,Beam_Model_Valid_Counts,Beam_True_Uniques,Beam_True_Valids_Uniques,Beam_True_Valids,Beam_True_Unique_Counts,Beam_True_Valid_Unique_Counts,Beam_True_Valid_Counts
"[0 1 0 0 1 1 0 0 0 1 1 0 0 0 1 0 1 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0
 1 0 1 0 1 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0
 0 0 0 1 0 0 1 0 1 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0
 0 0 1 1 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0
 0 0 0 0 0 1 0 0 0 0 1 1 1 0 0 0 0 1 0 1 0 0 0 0 1 1 1 1 0 0 0 0 0 1 0 1 0
 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 1 0 1 0 1 0 0 0 1 0 1 0
 0 0 1 0 0 0 0 0 0 0 0 1 1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 1 1 0 1 0 1 1]",0,[ 0  0  9  6  0  0 13  1  5  0  0 14 10  4  0 14],[ 0  0  5  6  0  0 13  4  5  0  0  5  1  4  0 10],False,True,0.71875,0.828125,"[np.int64(0), np.int64(12), np.int64(3), np.int64(14), np.int64(10), np.int64(0), np.int64(3), np.int64(15), np.int64(9), np.int64(12), np.int64(15), np.int64(8), np.int64(13), np.int64(10), np.int64(5), np.int64(7)]","[np.int64(12), np.int64(9), np.int64(6), np.int64(3), np.int64(15), np.int64(14), np.int64(12), np.int64(6), np.int64(4), np.int64(12), np.int64(8), np.int64(0), np.int64(15), np.int64(0), np.int64(0), np.int64(6)]",False,False,0.0,0.0,[ 0  0  5  6  0  0 13 10  5 14  0 14  1 10  0 14],[ 0  0  9  6  0  0 13  4  5  0  0 14  1 10  0  9],False,False,0.6875,0.703125,[ 0  0  9  6  0  0 13 10  5  0  0 14 10 10  0 10],[ 0  0  5  6  0  0 13  1  5  0  0  5  1  4  0 10],True,True,0.71875,0.875,0.84,0.42857142857142855,0.4,21,9,10,0.92,0.43478260869565216,0.44,23,10,11,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.96,0.3333333333333333,0.32,24,8,8,0.92,0.34782608695652173,0.36,23,8,9,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25
"[0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1
 0 0 1 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 1 0 1
 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 1 0 0 0 0 1 0 1
 0 1 0 1 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 1 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0
 1 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1
 0 0 0 0 0 0 0 0 1 0 1 1 0 1 0 0 1 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 1]",3,[ 3  0  4  3 10 15  7 10 14  4  3  9  1  5  6  3],[ 3  0  7  3 10 15  7  0 14  4  3  2  1  5  9  3],True,True,0.71875,0.828125,"[np.int64(9), np.int64(9), np.int64(7), np.int64(9), np.int64(1), np.int64(15), np.int64(9), np.int64(15), np.int64(7), np.int64(2), np.int64(14), np.int64(1), np.int64(0), np.int64(8), np.int64(15), np.int64(4)]","[np.int64(5), np.int64(5), np.int64(2), np.int64(2), np.int64(0), np.int64(0), np.int64(2), np.int64(8), np.int64(4), np.int64(8), np.int64(6), np.int64(5), np.int64(11), np.int64(14), np.int64(12), np.int64(14)]",False,False,0.0,0.0,[ 3  0  7  3 10 15  7 10 14  4  3  2  1  5  9  3],[ 3  0  4  3 10 15  7 10 14  4  3  9  1  5  6  3],True,True,0.6875,0.703125,[ 3  0  4  3 10 15  7 10 14  4  3  9  1  5  9  3],[ 3  0  4  3 10 15  7  0 14  4  3  2  1  5  9  3],True,True,0.71875,0.875,0.68,0.8823529411764706,0.92,17,15,23,0.72,1.0,1.0,18,18,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.72,1.0,1.0,18,18,25,0.56,1.0,1.0,14,14,25,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25
"[1 0 0 0 0 1 1 0 0 0 1 0 1 0 0 1 0 1 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 1 1 0
 0 0 0 0 1 0 1 0 1 0 0 0 0 1 0 0 0 1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 1 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 1 1 0 1 1 0 1 0 0 1 0 0 1 0 0 0 0 0
 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 1 0
 0 0 1 0 0 0 0 0 1 0 0 0 1 1 0 1 1 0 0 0 0 0 1 1 1 0 0 1 0 0 1 1 0 0 0 0 0
 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1
 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0]",15,[15 10 11 10 10  0  0  3  5  6 15 10 10  5  5 15],[15 10  3 10 10  0  0  3  1  6 15 10  0  5  5 15],True,True,0.71875,0.828125,"[np.int64(0), np.int64(10), np.int64(8), np.int64(15), np.int64(5), np.int64(10), np.int64(3), np.int64(7), np.int64(0), np.int64(4), np.int64(15), np.int64(10), np.int64(14), np.int64(15), np.int64(1), np.int64(0)]","[np.int64(1), np.int64(9), np.int64(11), np.int64(12), np.int64(4), np.int64(10), np.int64(6), np.int64(15), np.int64(15), np.int64(12), np.int64(2), np.int64(14), np.int64(5), np.int64(9), np.int64(0), np.int64(3)]",False,False,0.0,0.0,[15 10  3 10 10  0  0  3  5  6 15 10 10  5  5 15],[15 10 11 10 10  0  0  3  5  6 15 10 10  5  5 15],True,True,0.6875,0.703125,[15 10  3 10 10  0  0  3  1  6 15 10 10  5  5 15],[15 10 11 10 10  0  0  3  5  6 15 10  0  5  5 15],True,True,0.71875,0.875,0.48,1.0,1.0,12,12,25,0.52,1.0,1.0,13,13,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.52,1.0,1.0,13,13,25,0.52,1.0,1.0,13,13,25,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25
"[1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 1 0 0 1 1 0 0 1 0 0 0 0 0 1 0 0
 0 0 0 1 0 1 0 0 0 0 1 0 1 0 1 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 1 1 0 0 0 0
 0 0 0 0 0 0 1 1 0 0 1 1 1 0 0 0 1 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 1 0
 0 0 0 0 0 0 0 0 1 0 1 0 0 1 1 0 1 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0
 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1
 0 0 1 0 1 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 1 0 1
 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 1 0 0 0 0 1 1 0 0 1 0 0 0 0]",15,[15  8 15  1  5  0 11 15 15  7  0 15  7 11 13 15],[15  8 15  1  5 11 11 15 15  7  2 15  7 11 13 15],True,True,0.71875,0.828125,"[np.int64(13), np.int64(8), np.int64(4), np.int64(1), np.int64(15), np.int64(10), np.int64(14), np.int64(4), np.int64(1), np.int64(2), np.int64(8), np.int64(5), np.int64(1), np.int64(15), np.int64(7), np.int64(6)]","[np.int64(5), np.int64(10), np.int64(8), np.int64(15), np.int64(5), np.int64(3), np.int64(14), np.int64(9), np.int64(12), np.int64(15), np.int64(15), np.int64(12), np.int64(11), np.int64(3), np.int64(8), np.int64(13)]",False,False,0.0,0.0,[15  8 15  1  5  0 11 15 15  7  0 15  7  7 13 15],[15  8 15 13  5 11 11 15 15  7  2 15  7 11 13 15],True,True,0.6875,0.703125,[15  8 15  1  5  0 11 15 15  7  0 15  7  7 13 15],[15  8 15  6  5 11 11 15 15  7  0 15  7 11 13 15],True,True,0.71875,0.875,0.64,1.0,1.0,16,16,25,0.64,1.0,1.0,16,16,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.48,1.0,1.0,12,12,25,0.72,1.0,1.0,18,18,25,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25
"[1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 1 0 0 1 1 0 0 1 0 0 0 0 0 1 0 0
 0 0 0 1 0 1 0 0 0 0 1 0 1 0 1 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 1 1 0 0 0 0
 0 0 0 0 0 0 1 1 0 0 1 1 1 0 0 0 1 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 1 0
 0 0 0 0 0 0 0 0 1 0 1 0 0 1 1 0 1 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0
 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1
 0 0 1 0 1 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 1 0 1
 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 1 0 0 0 0 1 1 0 0 1 0 0 0 0]",15,[15  8 15  6  5  0 11 15 15  7  0 15  7 11 13 15],[15  8 15  1  5 11 11 15 15  7  0 15  7 11 13 15],True,True,0.71875,0.828125,"[np.int64(7), np.int64(6), np.int64(7), np.int64(11), np.int64(3), np.int64(4), np.int64(7), np.int64(14), np.int64(12), np.int64(0), np.int64(11), np.int64(4), np.int64(3), np.int64(7), np.int64(9), np.int64(7)]","[np.int64(12), np.int64(4), np.int64(8), np.int64(0), np.int64(4), np.int64(9), np.int64(15), np.int64(7), np.int64(11), np.int64(4), np.int64(1), np.int64(1), np.int64(13), np.int64(4), np.int64(15), np.int64(1)]",False,False,0.0,0.0,[15  8 15  6  5  0 11 15 15  7  2 15  7  7 13 15],[15  8 15  1  5 11 11 15 15  7  2 15  7 11 13 15],True,True,0.6875,0.703125,[15  8 15  1  5  0 11 15 15  7  0 15  7  7 13 15],[15  8 15  6  5 11 11 15 15  7  0 15  7 11 13 15],True,True,0.71875,0.875,0.6,1.0,1.0,15,15,25,0.52,1.0,1.0,13,13,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.64,1.0,1.0,16,16,25,0.6,1.0,1.0,15,15,25,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25
"[1 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0
 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 1 0 1 0 0 0
 0 0 0 1 0 1 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 1 1 1 0 1 1 1 0 0 1 0
 1 1 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 1 0 0 0
 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0
 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 0 0 1 0 1 1 0 1 1 0 1 0 0 1 1
 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 1 0 1 0 0 0 0 1 0 0 1 0]",7,[ 7 13  1  7 13  7 13  7  6  0 14 12  5  7  0  4],[ 7 13  1  7 13  7  5  7  6  0 14 12 13  7  0  6],False,False,0.71875,0.828125,"[np.int64(5), np.int64(5), np.int64(12), np.int64(7), np.int64(15), np.int64(14), np.int64(4), np.int64(9), np.int64(2), np.int64(10), np.int64(2), np.int64(7), np.int64(13), np.int64(11), np.int64(5), np.int64(9)]","[np.int64(3), np.int64(4), np.int64(14), np.int64(13), np.int64(10), np.int64(11), np.int64(5), np.int64(2), np.int64(9), np.int64(9), np.int64(0), np.int64(7), np.int64(7), np.int64(10), np.int64(15), np.int64(3)]",False,False,0.0,0.0,[ 7 13  1  7  3  7  5  7  6  0  6 12  5  7  0  6],[ 7 13  1  7 13  7  5  7  6  0  6 12 13  7  0  6],True,False,0.6875,0.703125,[ 7 13  1  7  3  7  5  7  6  0  6 12  5  7  0 14],[ 7 13  1  7  3  7 13  7  6  0  6 12 13  7  0  6],False,True,0.71875,0.875,0.92,0.34782608695652173,0.32,23,8,8,0.8,0.35,0.4,20,7,10,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.88,0.45454545454545453,0.48,22,10,12,0.84,0.19047619047619047,0.28,21,4,7,0.04,0.0,0.0,1,0,0,0.04,1.0,1.0,1,1,25
"[1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 1 1 0 1 1 1 1 0 1 1 0 0 0 0 0 1 0 0
 0 0 0 0 0 1 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0
 0 0 1 1 1 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 1 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 1
 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 1 0 0 0 1 1 1 0 0 1 1 1 0 0
 0 1 0 0 0 1 0 0 0 1 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 1
 0 0 1 0 0 0 0 0 1 1 1 1 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 1
 1 0 0 0 0 1 1 1 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 1 0 1 0 0 1]",0,[ 0  0 12  1  1  9  1  1  1  0  8  1  1  9 13 12],[ 0  0 12  1  1  9  1  1  1  0  8  1  1  9  4  7],True,True,0.71875,0.828125,"[np.int64(0), np.int64(7), np.int64(10), np.int64(6), np.int64(14), np.int64(7), np.int64(7), np.int64(8), np.int64(0), np.int64(11), np.int64(7), np.int64(10), np.int64(0), np.int64(13), np.int64(5), np.int64(5)]","[np.int64(2), np.int64(12), np.int64(9), np.int64(9), np.int64(12), np.int64(2), np.int64(7), np.int64(0), np.int64(10), np.int64(5), np.int64(15), np.int64(6), np.int64(2), np.int64(7), np.int64(15), np.int64(13)]",False,False,0.0,0.0,[ 0  0 12  1  1  9  1  1  1  0  8  1  1  9 13  7],[ 0  0 12  1  1  9  1  1  1  0  3  1  1  9  6 12],True,True,0.6875,0.703125,[ 0  0 12  1  1  9  1  1  1  0  8  1  1  9  6  8],[ 0  0 12  1  1  9  1  1  1  0  3  1  1  9  5 12],True,True,0.71875,0.875,0.72,1.0,1.0,18,18,25,0.76,1.0,1.0,19,19,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.64,1.0,1.0,16,16,25,0.6,1.0,1.0,15,15,25,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25
"[1 0 0 0 1 1 0 0 0 1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1
 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 1 0 1 0 1 0 1 0 0 0 0 1
 0 1 0 1 0 0 1 0 0 1 0 1 1 0 0 1 1 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 1
 0 0 0 0 0 0 0 0 1 1 1 0 0 1 0 0 0 0 1 0 1 0 0 0 1 1 0 0 0 0 0 0 0 1 0 1 1
 1 1 0 1 0 0 1 0 0 0 1 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0
 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 1 0 0 0 1 0 1 0 0 0 0 0 0 1
 0 0 1 0 0 1 0 1 1 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]",9,[ 9  8  9  9  9  9  5  9  7  9  9  4  7  0  9 15],[ 9 11  9  9  9  9 14  9  3  9  9  4 14  4  9 15],True,True,0.71875,0.828125,"[np.int64(1), np.int64(14), np.int64(0), np.int64(4), np.int64(14), np.int64(14), np.int64(1), np.int64(8), np.int64(6), np.int64(7), np.int64(12), np.int64(6), np.int64(4), np.int64(13), np.int64(14), np.int64(10)]","[np.int64(6), np.int64(0), np.int64(5), np.int64(8), np.int64(4), np.int64(9), np.int64(6), np.int64(7), np.int64(4), np.int64(5), np.int64(7), np.int64(14), np.int64(11), np.int64(8), np.int64(4), np.int64(13)]",False,False,0.0,0.0,[ 9 11  9  9  9  9  5  9  7  9  9  4  7  0  9 10],[ 9 11  9  9  9  9  5  9  7  9  9  4 14  0  9 15],False,True,0.6875,0.703125,[9 8 9 9 9 9 5 9 7 9 9 4 7 0 9 0],[ 9  8  9  9  9  9  5  9  3  9  9  4 14  0  9  0],False,False,0.71875,0.875,0.56,1.0,1.0,14,14,25,0.56,1.0,1.0,14,14,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.88,0.0,0.0,22,0,0,0.48,1.0,1.0,12,12,25,0.04,0.0,0.0,1,0,0,0.04,0.0,0.0,1,0,0
"[1 0 1 0 0 1 0 0 1 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0
 0 0 0 0 1 1 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0
 0 0 0 0 1 0 0 0 1 0 0 0 1 1 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 1
 0 1 0 1 1 0 0 1 0 1 0 1 0 0 0 0 1 0 1 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 1 1 1
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0]",11,[10 10 12  3 11 13  6  7 11  8 11 11 11 11 14 12],[12 10 10  3 11 13  6  7 11 12 11 11 11 11 14 10],False,False,0.71875,0.828125,"[np.int64(9), np.int64(11), np.int64(2), np.int64(7), np.int64(8), np.int64(0), np.int64(12), np.int64(14), np.int64(5), np.int64(9), np.int64(1), np.int64(13), np.int64(9), np.int64(14), np.int64(4), np.int64(11)]","[np.int64(7), np.int64(1), np.int64(5), np.int64(13), np.int64(7), np.int64(7), np.int64(8), np.int64(10), np.int64(1), np.int64(0), np.int64(0), np.int64(14), np.int64(15), np.int64(3), np.int64(4), np.int64(2)]",False,False,0.0,0.0,[12 10 12 10 11 13  7  3 11  8 11 11 11 11 12 12],[10 10 12  3 11 13  6  7 11  8 11 11 11 11 14 10],False,False,0.6875,0.703125,[ 8 10 12  4 11 13  7  3 11  8 11 11 11 11  0 12],[ 8 10 10  0 11 13  0  0 11  8 11 11 11 11  0 10],False,False,0.71875,0.875,0.64,0.1875,0.12,16,3,3,0.44,0.2727272727272727,0.28,11,3,7,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.96,0.0,0.0,24,0,0,0.56,0.21428571428571427,0.28,14,3,7,0.04,0.0,0.0,1,0,0,0.04,0.0,0.0,1,0,0
"[1 0 0 0 0 1 1 0 0 0 1 0 1 0 0 1 0 1 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 1 1 0
 0 0 0 0 1 0 1 0 1 0 0 0 0 1 0 0 0 1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 1 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 1 1 0 1 1 0 1 0 0 1 0 0 1 0 0 0 0 0
 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 1 0
 0 0 1 0 0 0 0 0 1 0 0 0 1 1 0 1 1 0 0 0 0 0 1 1 1 0 0 1 0 0 1 1 0 0 0 0 0
 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1
 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0]",15,[15 10  3 10 10  0  0  3  1  6 15 10 10  5  5 15],[15 10  3 10 10  0  0  3  1  6 15 10 10  5  5 15],True,True,0.71875,0.828125,"[np.int64(12), np.int64(10), np.int64(13), np.int64(6), np.int64(9), np.int64(15), np.int64(11), np.int64(10), np.int64(4), np.int64(4), np.int64(2), np.int64(8), np.int64(7), np.int64(14), np.int64(11), np.int64(12)]","[np.int64(8), np.int64(13), np.int64(1), np.int64(6), np.int64(15), np.int64(10), np.int64(2), np.int64(4), np.int64(10), np.int64(2), np.int64(13), np.int64(2), np.int64(13), np.int64(6), np.int64(9), np.int64(4)]",False,False,0.0,0.0,[15 10 11 10 10  0  0  3  5  6 15 10  0  5  5 15],[15 10 11 10 10  0  0  3  1  6 15 10 10  5  5 15],True,True,0.6875,0.703125,[15 10  3 10 10  0  0  3  1  6 15 10 10  5  5 15],[15 10 11 10 10  0  0  3  5  6 15 10  0  5  5 15],True,True,0.71875,0.875,0.44,1.0,1.0,11,11,25,0.52,1.0,1.0,13,13,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.56,1.0,1.0,14,14,25,0.44,1.0,1.0,11,11,25,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25
"[1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 1 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 1 0
 1 0 0 1 0 0 0 0 0 1 0 0 1 1 1 1 0 0 0 1 0 0 0 0 1 1 0 0 0 0 1 0 1 1 0 1 0
 0 1 1 0 0 1 0 0 1 0 1 1 0 0 1 0 1 0 1 0 0 0 1 0 0 0 1 0 0 1 0 0 0 1 1 0 0
 1 0 0 0 0 0 0 1 1 0 1 1 0 0 0 0 0 0 0 1 1 1 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0
 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 1 1 0 0 0 0 0 0 0 1 0 1 0 0
 0 1 1 0 0 0 0 0 0 0 0 1 1 1 0 0 0 1 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1
 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 1 0 1 0 0 0 0 0 0 0 1 0]",9,[ 6  0  5  8  6 10  7  9 10  9  7  6  6  3 15  6],[ 6  0  5  8  6 10  7  9 10  9  7  6  6  1 15  6],True,True,0.71875,0.828125,"[np.int64(9), np.int64(6), np.int64(12), np.int64(4), np.int64(12), np.int64(15), np.int64(12), np.int64(10), np.int64(12), np.int64(0), np.int64(1), np.int64(12), np.int64(4), np.int64(9), np.int64(15), np.int64(6)]","[np.int64(13), np.int64(9), np.int64(5), np.int64(11), np.int64(7), np.int64(11), np.int64(15), np.int64(11), np.int64(4), np.int64(11), np.int64(10), np.int64(2), np.int64(14), np.int64(12), np.int64(10), np.int64(12)]",False,False,0.0,0.0,[ 6 15  8  4  6 10  7  9 10  9  7 10 10  3 15  6],[ 6 15  5  8  6 10  7  9 10  9  7  6  6  1 15  6],True,True,0.6875,0.703125,[ 6 15  8  8  6 10  7  9 10  9  7 10 10  3 15  6],[ 6 15  8  8  6 10  7  9 10  9  7  6  6  1 15  6],True,True,0.71875,0.875,0.8,0.45,0.4,20,9,10,0.76,0.47368421052631576,0.6,19,9,15,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.96,0.5833333333333334,0.6,24,14,15,0.84,0.5714285714285714,0.56,21,12,14,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25
